0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.01816354599998249,64.66666666666666,0.29395136399998023,72.7
20,0.03501985399998375,82.0,0.5577458369999988,77.4
30,0.05241971800001011,85.33333333333334,0.8322703159999776,79.4
40,0.07101860200000942,83.33333333333334,1.1030079120000096,80.2
50,0.09811249000000544,86.0,1.3994830270000023,82.0
60,0.10577423499998417,90.0,1.6585225670000057,82.69999999999999
70,0.14322925399997644,90.0,1.9650034530000084,82.8
80,0.1520364589999872,90.66666666666666,2.2422403580000037,83.6
90,0.16322564700001863,92.0,2.5812544700000046,83.6
100,0.19346199599999636,92.66666666666666,3.289904720999999,83.2
