0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.014184892000002947,58.666666666666664,0.2314866840000036,62.6
20,0.02973991300000023,83.33333333333334,0.4695498340000057,77.60000000000001
30,0.042165519999997514,86.66666666666667,0.6762357289999983,79.80000000000001
40,0.05615997799999661,82.0,0.9322859430000108,78.60000000000001
50,0.069840880000001,82.66666666666667,1.0802294570000015,81.8
60,0.08592050000000029,88.66666666666667,1.3068730540000075,82.6
70,0.1056747620000067,90.0,2.022408829999989,82.5
80,0.15908142700000383,89.33333333333333,2.1657500289999945,81.69999999999999
90,0.12005506299999524,89.33333333333333,1.9927901829999968,83.0
100,0.1431863419999928,89.33333333333333,2.274004397999988,82.5
