0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.008632259999998837,54.666666666666664,0.18522756200000146,59.5
20,0.02196112400000061,74.66666666666667,0.3321668740000021,70.8
30,0.027529014000002405,78.66666666666666,0.4590504669999973,76.5
40,0.03590383400000263,82.0,0.5895707409999957,75.4
50,0.044869536000007315,86.66666666666667,0.7362216140000015,79.9
60,0.05346603899999991,86.66666666666667,0.9013947270000102,79.10000000000001
70,0.07536568900000873,88.66666666666667,1.2141551530000072,82.3
80,0.08826696799999922,86.66666666666667,1.3144490740000094,80.9
90,0.081725837999997,90.0,1.5246175949999952,82.5
100,0.08922069999999849,88.0,1.527482446999997,82.1
