0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.0451554239999723,72.66666666666667,0.7156705300000112,79.10000000000001
20,0.09214411499999642,84.0,1.4330166319999762,80.60000000000001
30,0.13418623799998386,86.66666666666667,2.1559455389999584,81.69999999999999
40,0.1909689020000087,85.33333333333334,2.856220570000005,82.39999999999999
50,0.22905803599996943,88.0,3.699810522000007,83.5
60,0.276595154000006,92.0,4.393653582999946,83.8
70,0.34475591700004315,90.66666666666666,5.685494161999941,83.7
80,0.39478417600003013,91.33333333333333,5.857673638000051,84.5
90,0.40864684600001056,90.66666666666666,6.227186778000032,84.8
100,0.46735124799988625,90.66666666666666,6.946900306000089,85.1
