0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.008641104999995264,73.33333333333333,0.13594430499999532,60.8
20,0.0174439090000007,76.66666666666667,0.30828352599999675,70.0
30,0.026343689000000836,74.66666666666667,0.4586484030000051,72.6
40,0.03507607699999937,88.0,0.6768125840000039,78.3
50,0.0826848959999964,86.66666666666667,1.002369625,78.7
60,0.05737558399999898,87.33333333333333,0.8673371910000043,78.9
70,0.06769681600000155,87.33333333333333,0.9819243620000009,81.3
80,0.07019599800000265,90.0,1.3074067209999995,82.19999999999999
90,0.08126634199999927,90.0,1.2739687239999995,81.6
100,0.10044184699999903,88.66666666666667,1.432290111999997,82.89999999999999
