0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.03460999800006448,73.33333333333333,0.550401340999997,76.4
20,0.06997515499995188,79.33333333333333,1.1048992049999242,81.0
30,0.10528152100005173,88.0,1.6425067199999148,80.60000000000001
40,0.1400973629999953,86.0,2.1956371270000545,84.1
50,0.1761914460000753,88.66666666666667,2.754675106000036,82.3
60,0.22087184600002274,91.33333333333333,3.2963931680000087,82.39999999999999
70,0.25257490399997096,89.33333333333333,3.8324788899999476,84.39999999999999
80,0.28844620899997153,90.0,4.386383131999992,83.89999999999999
90,0.32484131199998956,86.66666666666667,4.933408806999978,85.2
100,0.3597075180000502,91.33333333333333,5.469234529999994,85.0
