0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.0406412800000453,74.0,0.882212564999918,76.5
20,0.0961535129999902,81.33333333333333,1.4853914289999466,80.5
30,0.12273253700004716,80.66666666666666,2.079479688000106,81.3
40,0.16731415499998548,86.66666666666667,3.3045779930000663,81.89999999999999
50,0.23594314100000702,87.33333333333333,3.9049405509999815,83.89999999999999
60,0.3027280740000151,88.66666666666667,4.467378118000056,84.0
70,0.3563431480000645,89.33333333333333,5.304095027000017,83.7
80,0.39397201999997833,90.66666666666666,5.905898529999945,84.2
90,0.4892304879999756,91.33333333333333,6.789363028999901,84.6
100,0.4692455269999982,92.66666666666666,6.778470133000042,84.7
