0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.026969377999989774,68.66666666666667,0.4349819669999988,74.4
20,0.0536148129999674,82.0,0.865932000999976,78.2
30,0.08211129900001879,84.66666666666667,1.2792095899999936,82.19999999999999
40,0.11012970399997357,84.66666666666667,1.7004830499999457,81.2
50,0.13346680000000788,86.66666666666667,2.127973200999975,83.0
60,0.16434150500003852,86.0,2.70323421300003,83.7
70,0.19528313500001104,92.66666666666666,3.2605617350000102,83.0
80,0.22952166299995724,89.33333333333333,3.572174503000042,83.8
90,0.33252863199999183,90.66666666666666,4.306456064000031,83.5
100,0.2998572849999732,91.33333333333333,4.484426442999961,83.7
