0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.03052430700000741,76.0,0.4872826019999934,71.7
20,0.06124102500001527,78.0,0.9634121899999855,79.9
30,0.09364998199998809,86.0,1.4627082609999889,82.0
40,0.12308886499999971,82.0,1.9292245280000202,81.69999999999999
50,0.1543392199999971,90.0,2.431776669000044,83.2
60,0.1854712410000161,90.0,2.882778961999975,83.0
70,0.2183574960000101,88.66666666666667,3.376574636999976,83.7
80,0.25036059600000726,89.33333333333333,3.8581907109999634,83.6
90,0.2824238129999799,89.33333333333333,4.808556925000005,85.0
100,0.3298610319999966,92.0,4.8631912259999694,84.3
