0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.0389341960000138,60.0,0.6185012859999688,76.5
20,0.07870835599999282,75.33333333333333,1.2369260729999496,81.10000000000001
30,0.11884497599999122,86.0,1.9624925440000425,82.1
40,0.16129438200005097,86.0,3.3331355369999756,83.0
50,0.25087271299992153,83.33333333333334,4.420575267999993,83.2
60,0.3383810569999923,88.66666666666667,4.9876701230000435,83.8
70,0.318100387999948,91.33333333333333,5.999376212000016,84.2
80,1.2629093220000414,90.0,5.632944112000018,83.7
90,0.48401128400007565,92.0,7.27137936500003,84.0
100,0.4710655769999903,90.66666666666666,7.1409727379999595,84.7
