0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.021696474999998827,72.0,0.3606509120000112,73.8
20,0.044427047999988645,81.33333333333333,0.7047663220000118,76.0
30,0.06577648700002214,84.66666666666667,1.0518113959999766,80.80000000000001
40,0.08842973000002985,85.33333333333334,1.4388329230000068,82.1
50,0.11049538700001449,90.0,1.7708329129999925,82.5
60,0.13292138700001033,87.33333333333333,2.11854828700001,83.6
70,0.1537229269999898,88.0,2.4268063850000203,83.1
80,0.17585339000004296,88.0,2.776825405000011,84.7
90,0.19788717599999472,90.0,3.1113262169999985,83.7
100,0.2252319780000107,90.66666666666666,3.456387494000012,84.6
