0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.034912223999981506,73.33333333333333,0.5649410779999471,71.2
20,0.07015189900005225,86.0,1.1276912390000007,80.30000000000001
30,0.11100020799995036,79.33333333333333,1.7239308089999668,81.0
40,0.1438676980000082,86.66666666666667,2.251250108000022,82.0
50,0.1797621960000697,86.66666666666667,2.827207661999978,81.89999999999999
60,0.21858836299998075,90.0,3.5322843899999725,83.3
70,0.26827514199999314,86.0,4.095854362999944,83.89999999999999
80,0.31701975900000434,90.66666666666666,4.687428820999912,83.5
90,0.3330533490000107,90.0,5.089306017000013,84.39999999999999
100,0.3676396030000433,91.33333333333333,5.775398677999988,84.6
