0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.021942209000030743,61.33333333333333,0.36457497399999284,76.2
20,0.043575060000023313,80.66666666666666,0.6960733060000166,79.0
30,0.0662649430000215,88.0,1.042648320000012,79.7
40,0.08806002699998317,88.0,1.412945140999966,82.1
50,0.11093662199999699,87.33333333333333,1.7602402769999799,81.89999999999999
60,0.13261346699999876,86.66666666666667,2.105076816999997,83.0
70,0.15382793800000627,87.33333333333333,2.5423384050000095,84.3
80,0.19993900499997608,89.33333333333333,2.951231775999986,83.5
90,0.21382166199998665,92.0,3.2896305649999817,84.2
100,0.24066123000000061,92.66666666666666,3.6092516490000435,83.7
