0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.026091529999973773,62.66666666666667,0.44957691500002284,68.60000000000001
20,0.052608438999982354,71.33333333333334,0.8479868419999548,79.80000000000001
30,0.07914589699998942,86.66666666666667,1.2832637469999781,79.3
40,0.11137411299995392,84.66666666666667,1.7034662140000023,82.19999999999999
50,0.1320832410000321,87.33333333333333,2.1169912319999753,83.39999999999999
60,0.1617406529999812,86.66666666666667,2.5316635990000123,83.5
70,0.18434828199997355,88.0,3.0973610270000336,82.89999999999999
80,0.2572259780000081,88.66666666666667,3.759299052000017,83.8
90,0.2563175799999726,89.33333333333333,3.830097172999956,83.7
100,0.28227140899997494,91.33333333333333,4.201060466000001,84.0
