0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.0087160910000037,66.0,0.13788345399999713,64.2
20,0.017429533000004938,74.66666666666667,0.32893765099999683,74.8
30,0.026317605000002686,84.66666666666667,0.430824439999995,73.1
40,0.03536442400000084,80.66666666666666,0.5746583509999965,78.4
50,0.04376486399999635,85.33333333333334,0.7165510569999967,79.80000000000001
60,0.05728727199999639,91.33333333333333,0.8440630830000018,81.0
70,0.061446009999997386,88.0,0.9863047699999967,80.7
80,0.07404706999999888,86.66666666666667,1.1215321259999982,81.10000000000001
90,0.08003021600000437,88.66666666666667,1.3108102730000013,82.0
100,0.0887149710000017,90.66666666666666,1.4615324720000018,82.5
