0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.030473085000039646,72.0,0.5047245040000234,76.8
20,0.06103480200010836,75.33333333333333,1.0458862109999245,80.30000000000001
30,0.10127162599997064,84.0,1.5256218480000143,80.9
40,0.12387781000006726,88.0,1.9909038929999952,82.8
50,0.15523119500005578,88.0,2.6001305199999933,82.69999999999999
60,0.1884859699999879,88.0,4.010316009999997,82.8
70,0.3418569359999992,88.0,5.461243741000089,84.0
80,0.3994576950000237,88.66666666666667,6.079037800000037,83.6
90,0.29596502399999736,90.66666666666666,4.397260990000063,84.3
100,0.3293774179999218,90.66666666666666,5.375811282999962,85.1
