0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.004935215000000159,61.33333333333333,0.09402878599999998,52.800000000000004
20,0.01182798599999968,66.0,0.18129691500000034,66.3
30,0.012934383999999799,73.33333333333333,0.20798569799999989,69.89999999999999
40,0.01732176299999999,74.66666666666667,0.27697439700000004,71.39999999999999
50,0.021633248000000105,82.66666666666667,0.3483835609999999,76.1
60,0.02583584700000019,82.0,0.42900653700000024,77.5
70,0.03008806400000008,85.33333333333334,0.5022627900000005,78.10000000000001
80,0.034374041999999605,72.0,0.5610620610000003,77.3
90,0.03882663899999983,88.66666666666667,0.6279308630000004,78.5
100,0.042933478000000136,86.0,0.7064197999999999,79.0
