0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.004397498999999527,66.66666666666666,0.06876501099999999,52.0
20,0.009331621999997708,72.0,0.1663525390000018,65.60000000000001
30,0.01464971300000073,76.0,0.2171416310000005,66.8
40,0.01809060900000148,82.0,0.29243718300000054,74.0
50,0.021931874999999934,74.0,0.35805476399999847,74.7
60,0.02628878199999818,82.0,0.4366088880000021,75.3
70,0.03167688999999996,83.33333333333334,0.5028429649999993,76.7
80,0.03522327199999964,82.0,0.5714522379999991,77.5
90,0.04258044100000191,84.66666666666667,0.6464487200000022,79.0
100,0.04471197799999871,86.0,0.718398478000001,80.4
