0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.023274529000019584,75.33333333333333,0.3571808770000189,68.8
20,0.043875654999993685,77.33333333333333,0.7027643890000093,77.10000000000001
30,0.06551312500002382,85.33333333333334,1.0472178580000104,81.89999999999999
40,0.08764801600000283,83.33333333333334,1.4237104919999979,81.5
50,0.10974021999999195,84.66666666666667,1.761571972000013,82.5
60,0.13163606300000197,86.66666666666667,2.098138317000007,83.0
70,0.1551620110000158,90.66666666666666,2.544543035000004,83.7
80,0.17616859500000714,91.33333333333333,2.8000679189999857,83.7
90,0.1985102950000055,89.33333333333333,3.114376214999993,83.7
100,0.22626454000001672,90.66666666666666,3.462789350999998,83.39999999999999
