0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.026208492000023398,56.666666666666664,0.43952922599999056,77.9
20,0.052401258999964284,80.0,0.8469216329999654,78.10000000000001
30,0.07912869800003364,83.33333333333334,1.2856528119999666,81.39999999999999
40,0.11244596700004195,83.33333333333334,1.7060380419999888,82.1
50,0.13441741600001933,87.33333333333333,2.1028755400000136,81.8
60,0.16254718699997284,89.33333333333333,3.084006120999959,83.1
70,0.22476490600001853,91.33333333333333,3.0857099429999835,84.2
80,0.2138757259999693,90.0,3.302443899000025,83.6
90,0.24205311900004745,89.33333333333333,3.719489090999957,83.7
100,0.2702481750000061,89.33333333333333,4.145248833000039,84.3
