0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.03221142899997176,78.66666666666666,0.521355025000048,75.3
20,0.061273363000054815,74.0,0.990996852999956,78.7
30,0.09242244400002164,80.66666666666666,1.4929299769999034,81.39999999999999
40,0.12290493299997252,83.33333333333334,2.007124185000066,82.39999999999999
50,0.15330392600003506,87.33333333333333,2.4689874619999728,83.5
60,0.19029152100006286,88.0,2.9357491080000955,83.6
70,0.22011861700002555,90.66666666666666,3.4168661769999744,84.3
80,0.2542228070000192,91.33333333333333,3.8996877629999744,83.6
90,0.29681458599998223,90.0,4.46893736100003,83.6
100,0.323086572999955,90.0,5.089346575000036,84.39999999999999
