0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.017817395000008673,76.66666666666667,0.2711267070000076,71.8
20,0.03494267900001091,79.33333333333333,0.5460050819999935,75.4
30,0.05233716399999366,79.33333333333333,0.8189449170000103,80.9
40,0.07017891099999929,85.33333333333334,1.0939267729999926,80.7
50,0.08766553000000954,89.33333333333333,1.3740606579999906,81.0
60,0.10501645100001156,86.66666666666667,1.694052926000012,82.8
70,0.13864791399998921,87.33333333333333,2.0164836339999965,83.3
80,0.1431897870000114,90.0,2.2074690970000006,83.2
90,0.15836779200000706,89.33333333333333,2.598342090000017,83.39999999999999
100,0.1763238460000025,90.66666666666666,2.7461347869999884,83.5
