0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.0049565969999996184,54.666666666666664,0.06825379999999992,57.9
20,0.008665964000000415,75.33333333333333,0.18241656100000014,64.8
30,0.01327364299999978,74.0,0.2115825650000005,67.9
40,0.022889464999999554,71.33333333333334,0.2980297710000004,74.5
50,0.02219505800000121,76.0,0.3632965810000002,73.3
60,0.026418926999999925,78.0,0.4307074809999989,75.8
70,0.0307450290000002,82.66666666666667,0.5002437230000005,77.5
80,0.03548036900000007,85.33333333333334,0.5678310150000012,78.3
90,0.03975896499999898,89.33333333333333,0.7994598100000001,78.60000000000001
100,0.06944192000000093,88.0,0.916629047999999,78.5
