0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.03573183500009236,79.33333333333333,0.7096542330000375,76.0
20,0.10758185600002435,81.33333333333333,1.1778565579999167,81.3
30,0.10509743500006152,83.33333333333334,1.7443558380000468,81.89999999999999
40,0.14080775500008258,87.33333333333333,2.1945075160000442,82.69999999999999
50,0.17660442299995793,86.66666666666667,2.746350516000007,83.5
60,0.22451623500001006,88.66666666666667,3.290606827999909,83.2
70,0.2546130029999176,88.66666666666667,3.9762092770000663,83.2
80,0.2893715220000104,92.66666666666666,4.394835739999962,84.7
90,0.3242071900000383,89.33333333333333,4.949234596999986,84.39999999999999
100,0.3600239649999821,90.66666666666666,5.493817479000086,84.5
