0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.03464543699999467,73.33333333333333,0.5545246110000335,76.5
20,0.0705057410000336,77.33333333333333,1.121059272000025,80.7
30,0.10578694000002997,91.33333333333333,1.6512034769999673,81.69999999999999
40,0.1402775169999586,87.33333333333333,2.211987492999924,83.3
50,0.17577742000003127,92.0,2.742777520000004,83.6
60,0.21859525500008203,91.33333333333333,3.29128665799999,84.39999999999999
70,0.25288309199993364,89.33333333333333,3.861319553000044,83.7
80,0.28934987400009504,89.33333333333333,4.3813329920000115,84.5
90,0.32707888200002344,91.33333333333333,4.935984974999997,84.2
100,0.3625508320000108,90.0,5.483526026999925,84.6
