0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.05505970399997295,70.66666666666667,1.0162387750000335,74.7
20,0.12841417399999955,84.0,1.4200486779999437,77.0
30,0.11982207099993047,84.0,2.045771275999982,81.3
40,0.17310562199998003,87.33333333333333,2.644389744000023,82.5
50,0.2008266289999483,87.33333333333333,3.206332639999914,84.5
60,0.24968382700001257,88.66666666666667,4.145624044999977,83.39999999999999
70,0.3350112649999346,90.66666666666666,4.596184384000026,83.3
80,0.33617492799999127,89.33333333333333,5.003500963000079,84.0
90,0.37189534499998445,90.66666666666666,6.725683559999993,84.1
100,0.4726073400000814,91.33333333333333,8.280962461999934,85.1
