0,1,2,3,4
Percent Data,Training Time Face,Accuracy Face,Train Time Digit,Accuracy Digit
10,0.014669064000003118,76.66666666666667,0.25262826200000177,69.6
20,0.027444818999995846,72.0,0.6892820439999952,74.7
30,0.06387947500000735,80.0,0.7232729269999965,78.2
40,0.05823536000001184,80.66666666666666,0.8709359619999901,81.0
50,0.09405815200000234,86.0,1.6349178319999993,81.69999999999999
60,0.1152891500000095,87.33333333333333,1.575567638999999,81.5
70,0.09260269600000015,86.66666666666667,1.6269378420000038,82.6
80,0.10970211899999072,89.33333333333333,1.7278156220000085,83.1
90,0.14419116100000906,90.66666666666666,2.133909021000008,83.1
100,0.14252407400000777,92.0,2.783413980000006,83.5
